,model,train_accuracy,test_accuracy,cross_score,MAE_train,MAE_test,R2_train,R2_test
0,randomForest_tuned,96.00708164233205,81.793109362571,0.6112619726475517,13931.813118033931,31629.500535687843,0.9600708164233205,0.81793109362571
